,I_XT,I_YT
182,8.386690037777699,4.106310873401896
183,8.384928881533515,4.105558628534669
184,8.383429775996877,4.104933123003373
185,8.381750489649612,4.104173795557773
186,8.380861083210823,4.103814429477908
187,8.373171682339073,4.10042398662431
188,8.37167177597394,4.099797786272053
189,8.368904801744762,4.098578398401988
190,8.369712604735525,4.098945078190601
191,8.367027545270915,4.097718646707266
192,8.362003326625121,4.095586221767022
193,8.360718291742025,4.095026277759406
194,8.352809671385739,4.091565807286673
195,8.355577709286003,4.092786117628676
196,8.35646795909474,4.09314621525017
197,8.345492579322041,4.088362177532907
198,8.344504496731211,4.087903956410065
199,8.338668449883986,4.085401361572271
